,text,label
291,"overheard at #sxsw interactive: ""arg! i hate the iphone! i want my blackberry back"" #shocked",Negative emotion
292,"if you're at #sxsw, meet our author, and a host of android devs, sat. at 12:30pm, hilton room 615ab.",No emotion toward brand or product
293,"at #sxsw: ""apple comes up with cool technology no one's ever heard of because they don't go to conferences""",Negative emotion
294,"for those at #sxsw: apple sets up 5,000-square-foot temporary store at sxsw to sell new ipads, test potential traffic",No emotion toward brand or product
295,"overheard at #sxsw: ""google doesn't launch products at other people's events.""",No emotion toward brand or product
296,nerd bait at #sxsw! apple set to open popup shop in core of sxsw action,No emotion toward brand or product
297,long line at #sxsw? what else?  apple store,No emotion toward brand or product
298,"last year at #sxswi everbody was talking about the ipad, this year it's social media driven revolutions. this year is better. #sxsw",Positive emotion
299,"long line at apple pop up store for ipad 2. great marketing, apple. #sxsw",Positive emotion
300,"at google, 4 people do the work of 7 people rather than 7 people doing the work of 4. #agileagency #sxsw",Positive emotion
301,knackered at home playing with ipad and updating iphone. but timeline smashed with partytweets can't make me go to bed.. #sxsw,Positive emotion
302,"overheard at mdw (and i'll second it) ""halfway through my iphone battery already and i haven't even boarded the plane to #sxsw"" #amateurhour",Negative emotion
303,"#technews at sxsw, apple schools the marketing experts  #technews #apple #jobsco #sxsw #tech",Positive emotion
304,huge line at the #apple store in #austin - #sxsw crowd tripping over each other to get the new ipad,Positive emotion
305,if ur not at the #google #aclu 80's party....u should be! #sxsw,Positive emotion
306,the queue at the apple pop-up store #sxsw,No emotion toward brand or product
307,"posted up at the dmi house, intimate stranger on the stage, they got a restaurant crowd sitting down to deal wif  #sxsw",No emotion toward brand or product
308,the woman at the google talk sounded just like chelsea handler! lol #sxsw,No emotion toward brand or product
309,i laughed at the ipad until i spent this week hauling my macbook everywhere. now i really want an ipad and a shoulder rub. #sxsw,Positive emotion
310,any #sxsw attendees need a qr code reader for their iphone? tweet us an image of you with your badge and the first 5 get optiscan free!,Positive emotion
311,hey #sxsw attendees...you should hop in line at the #apple store now. only four days til your new ipad2 comes in...,Positive emotion
312,is anyone attending to the google & aclu party  sxsw? if so could you plz up some pictures? thanks! #sxsw,No emotion toward brand or product
313,"march 11. austin, tx. will people line up at the #sxsw registration or at the apple store?",No emotion toward brand or product
314,"landed in austin. spotted the google places ads for #sxsw at the airport: ""the ultimate austin pocket guide"". more like #yelp than #itouru",No emotion toward brand or product
315,they took away the lego pit but replaced it with a recharging station ;) #sxsw and i might check prices for an iphone - crap samsung android,Negative emotion
316,awesome to meet   and  standing in the apple queue at #sxsw yesterday. on to day 2. so cute!,No emotion toward brand or product
317,"bad apple: shows up late, qs the process, poo-poos ideas, leaves early. can even be ""i'm too creative"" or busy #gamestorming #sxsw",Negative emotion
318,"bahrain govt turned off google earth. as a result, more people learned about it and govt had to turn it back on. #sxsw",No emotion toward brand or product
319,trying to balance the power of power needs on iphone vs ipad at #sxsw. this 3g ipad sucks it out quick. might have go airplane mode.,Negative emotion
320,racing to ballroom d to see  marissa mayer. #sxsw #sxswi,No emotion toward brand or product
321,my iphone battery at 100. #winning at #sxsw,Positive emotion
322,my iphone battery can't keep up with my tweets! thanks apple.  #sxsw  #precommerce,Negative emotion
323,will this be another google wave? rt  we interrupt your regularly scheduled #sxsw geek programming wbig #google news,No emotion toward brand or product
324,this will be fun to watch. #ipadmadness rt  apple opening pop-up store in austin for sxsw  #sxsw,Positive emotion
325,this will be out of control: #apple set to open popup shop in core of #sxsw action  via   cc,Positive emotion
326,yeah i'll be there for sure! --rt    check this:  #sxsw #google,No emotion toward brand or product
327,celebrate beauty of the web  the msft #ie9 launch & play our new #html5 game to win an ipad2  #sxsw,Positive emotion
328,"texas has been amazing i've met so many influential people that work at twitter, foursquare, microsoft and even apple.  #sxsw #winning",No emotion toward brand or product
329,"i woke up before my iphone finished recharging. that means i got enough sleep last night, right? #sxsw",No emotion toward brand or product
330,the quiet before the storm at #sxsw - looking forward to seeing google's marissa mayer,No emotion toward brand or product
331,"companies believing in #nfc google with the nexus s, nokia but also carriers, verifone, and even apple it seems #sxsw #sxswnfc",No emotion toward brand or product
332,"best thing i've heard this weekend at #sxsw ""i gave my ipad 2 money to #japan relief. i don't need an ipad 2.""",Negative emotion
333,ipad 2 is better..they have had time to improve #sxsw,Positive emotion
334,"cus!
it's between pacman google, singularity or #sxsw noobs meetup",No emotion toward brand or product
335,go beyond earth hour this year by sharing positive actions with the world. download the #earthhour 60 iphone app. #sxsw,Positive emotion
336,so far my biggest #sxsw mistake is not bringing my iphoneipad charger,No emotion toward brand or product
337,google vs bing on #bettersearch. bing has a shot at success w structured search.  potentially higher margin cpa model vs #google. #sxsw,Negative emotion
338,of course bing results are good they are google's:) #seo #sxsw #qagb,Positive emotion
339,black or white ipad?  #sxsw #ipad2 that is the question....,No emotion toward brand or product
340,"hootsuite blog  social media dashboard  hootsuite mobile for #sxsw  updates for iphone, blackberry & android",No emotion toward brand or product
341,"hootsuite blog  social media dashboard  hootsuite mobile for #sxsw  updates for iphone, blackberry & android",No emotion toward brand or product
342,is anyone bringing their ipad vs. their computer to #sxsw?,No emotion toward brand or product
343,impulsive buy  all your friends at #sxsw - i now have one too. selling my 1st gen 32gb 3g ipad now,Positive emotion
344,buying 2 new ipad's with  #geekdate #apple #sxsw #ipad2 :),Positive emotion
345,someone's buying herself a present ;-) rt  apple is opening a pop-up store in austin for #sxsw,Positive emotion
346,nice find by rsq's   #sxsw #ipad #app,Positive emotion
347,"the south by southwest panels, illustrated pics: sometimes the best...  #news #ogilvy #sxsw #trending #cyber #iphone",No emotion toward brand or product
348,my google calendar's saturday night is a giant overlap of #sxsw parties.,No emotion toward brand or product
349,"if anyone can make it cooler, they can. rt   to launch ""groupon living social-type"" rewards #sxsw",No emotion toward brand or product
350,"great for certain meetings. rt  hello, holler gram, our new ipad app  #hollergram #sxsw",Positive emotion
351,dont miss charles chen for androidchromeos  access at sxsw:  the google booth in exhibit hall 3  1pm #sxsw,Positive emotion
352,reminder: charles chen will be talking about android and chromeos access today  1pm  the google booth in exhibit hall 3. #sxsw,No emotion toward brand or product
353,"re: group chat apps for #sxsw, now been told to dl two more apps (not yet avail on android). this point, i'll need phone just for apps.",No emotion toward brand or product
354,"remember, chime in with tweets about your #nasatweetup experience between 2:15pm - 3pm central time for #sxsw session -",No emotion toward brand or product
355,"the daily chord - tuesday, march 8: 
hackers discover google's music servicestory from rollin...  #sxsw #music #news",No emotion toward brand or product
356,google to circle austin? #sxsw,No emotion toward brand or product
357,no google circles at #sxsw  (ht  ) (maybe they're reconsidering the shape?),No emotion toward brand or product
358,is google circles just buzz with the corners rounded off? might we find out today?  #sxsw #google,No emotion toward brand or product
359,no google circles! rt  we're not launching any products at #sxsw but we're doing plenty else.,No emotion toward brand or product
360,"10 austin classics not to be missed at #sxsw. m4blog.com
twitter for iphone  31211 12:40 pm",No emotion toward brand or product
361,"tools for collaboration across boundaries  google, webex, dropbox, whiteboarding, basecamp, join.me, ipad #sxsw #evolvingworkplace",No emotion toward brand or product
362,trying to collaborate on #sxsw events with a few friends. google calendar or plancast?,No emotion toward brand or product
363,"at #sxsw? come hear me speak in 40 mins. designing ipad interfaces - new navigation schemas in ballrm a, 11:00am #uxdes",No emotion toward brand or product
